glutamate_concentration,competition_strength,communication_strength,biofilm_1_initial_phase,biofilm_3_initial_phase,mean_output_phase1,mean_output_phase2,mean_output_phase3,phase_dif_1_2,phase_dif_2_3,phase_dif_1_3
0.5,1.0,0.45,0,3.141592653589793,2.7379073724072405,3.4858672060072573,2.905107893862243,2.1877482265091928,2.5536878533605742,2.612827049879628
0.5,1.0,0.45,3.141592653589793,0,2.9049063097524432,3.4857151462743254,2.7376498704184278,2.5536807697723445,2.187814142608049,2.612856815181739
0.5,1.0,0.45,3.141592653589793,3.141592653589793,3.089157083350041,3.2515071056046514,3.089157083350041,2.7515451430996896,2.7515451430996896,0.0
0.5,25.75,0.45,0,0,2.9523950259591167,2.9496539136359607,2.9469103653550284,0.002741112323155903,0.002743548280932373,0.0054846606040882765
0.5,25.75,0.45,0,3.141592653589793,3.1448832903489454,3.1500660212821976,3.1458712210546063,1.7651657050690617,2.600575821992183,2.588231884199139
0.5,25.75,0.45,3.141592653589793,0,3.1454812223020077,3.149773257654335,3.1445675455582767,2.6005600043102364,1.765184466162036,2.5882424656438516
0.5,25.75,0.45,3.141592653589793,3.141592653589793,2.968357364930237,3.7289138785539415,2.9683573647013395,2.7694775950217165,2.769477595072716,2.2889707906870172e-10
0.5,50.5,0.45,0,0,3.2635826532855687,3.2635826532855687,3.2635826532855687,0.0,0.0,0.0
0.5,50.5,0.45,0,3.141592653589793,3.6180766771847237,2.840490169174861,3.3350783958616086,1.4330868217933854,2.7027900685472646,2.690731223103138
0.5,50.5,0.45,3.141592653589793,0,3.3348492143792035,2.841493079728095,3.6171309984904445,2.702479538496104,1.4338328547575472,2.6904856480105663
0.5,50.5,0.45,3.141592653589793,3.141592653589793,3.227403405270382,2.703483967835839,3.227403405270382,2.7198512063960236,2.7198512063960236,0.0
0.5,75.25,0.45,0,0,2.625998296337999,2.6259982963379533,2.625998296338431,4.5474735088646414e-14,4.774847184307873e-13,4.320099833421409e-13
0.5,75.25,0.45,0,3.141592653589793,3.346689963715769,3.6030136681558838,2.9442204254320705,0.2563237044401149,2.728043533009294,2.663942001419822
0.5,75.25,0.45,3.141592653589793,0,2.9444407541829043,3.6024179939744974,3.3469411952255337,2.727815328175815,0.255476798748964,2.6639388325019255
0.5,75.25,0.45,3.141592653589793,3.141592653589793,2.8497865307629247,3.5815651290007073,2.8497865307629247,2.7441961558301626,2.7441961558301626,0.0
0.5,100.0,0.45,0,0,2.970576399362759,2.970576399362759,2.970576399362759,0.0,0.0,0.0
0.5,100.0,0.45,0,3.141592653589793,2.738424882803245,2.9157627913089508,3.5383845247055783,0.17733790850570585,2.7172695953677333,2.7625629127723728
0.5,100.0,0.45,3.141592653589793,0,3.5385186724308944,2.915601157476156,2.7388181449523676,2.7173377312857925,0.17678301252378786,2.762480499110424
0.5,100.0,0.45,3.141592653589793,3.141592653589793,3.4525723001772013,2.9227545452803474,3.4525723001772013,2.693638403052577,2.693638403052577,0.0
0.5,1.0,0.7,0,0,3.2433853786146982,3.5428436455129777,2.7092552351622423,2.2393123631434784,2.230524846470921,2.76841512169077
0.5,1.0,0.7,0,3.141592653589793,2.6943145832489073,3.4110433478017206,2.7234072672567273,2.170669983281509,2.547715248722929,2.659725930590402
0.5,1.0,0.7,3.141592653589793,0,2.7234242096919905,3.410987322783277,2.6944208567643235,2.5477172237100008,2.1705746502684677,2.6597287783466883
0.5,1.0,0.7,3.141592653589793,3.141592653589793,3.0802546641964583,3.227259716737604,3.0802600557945325,2.750730679737182,2.7507307318290595,5.391598074311333e-06
0.5,25.75,0.7,0,0,2.950035503698609,2.950035503698609,2.950035503698609,0.0,0.0,0.0
0.5,25.75,0.7,0,3.141592653589793,3.2030118903802185,3.0674371091244277,3.0823986850981306,1.6990526866753768,2.6057298803170936,2.6095884762325015
0.5,25.75,0.7,3.141592653589793,0,3.083059228297018,3.06893354047241,3.2031803358910445,2.605532936285735,1.6996594348353071,2.6095181288347833
0.5,25.75,0.7,3.141592653589793,3.141592653589793,2.9616622404353143,3.7078183552566193,2.961662232388833,2.7638246929092376,2.7638246947107645,8.046481525525451e-09
0.5,50.5,0.7,0,0,3.2632436205943423,3.2632436205943423,3.2632436205943423,0.0,0.0,0.0
0.5,50.5,0.7,0,3.141592653589793,3.640375821455229,2.831624787926878,3.308742837816174,1.4215571062851993,2.6989872913234736,2.699336504516522
0.5,50.5,0.7,3.141592653589793,0,3.3085339144525667,2.832401571348489,3.640074570240956,2.6987357804248715,1.4219746276442762,2.699271039017107
0.5,50.5,0.7,3.141592653589793,3.141592653589793,3.2237538396816197,2.6746213768384246,3.2237538396816197,2.727645372143283,2.727645372143283,0.0
0.5,75.25,0.7,0,0,2.625913357686314,2.625913357686314,2.625913357686314,0.0,0.0,0.0
0.5,75.25,0.7,0,3.141592653589793,3.3481371151111055,3.6142632082928934,2.9233075684651686,0.2661260931817878,2.7361352478501333,2.6690460067719086
0.5,75.25,0.7,3.141592653589793,0,2.9236370494712793,3.6142498171083863,3.3484574856849827,2.7360647878320052,0.26579233142340397,2.669029291410233
0.5,75.25,0.7,3.141592653589793,3.141592653589793,2.8503354217966836,3.540729691100389,2.8503354217966836,2.732509291529631,2.732509291529631,0.0
0.5,100.0,0.7,0,0,2.9707050093943885,2.9707050093943885,2.9707050093943885,0.0,0.0,0.0
0.5,100.0,0.7,0,3.141592653589793,2.734764284388323,2.9316001309248327,3.5187072859113764,0.19683584653650996,2.7078878885512125,2.7577125571790786
0.5,100.0,0.7,3.141592653589793,0,3.5184730767092227,2.932265947153835,2.734498586260495,2.707668753024072,0.19776736089334007,2.757724121878718
0.5,100.0,0.7,3.141592653589793,3.141592653589793,3.45755930055226,2.870254212845223,3.45755930055226,2.7070338436225567,2.7070338436225567,0.0
0.5,1.0,0.95,0,0,3.544123492779756,3.4995933988239694,3.189392341492538,1.8480704287573686,2.459753583154299,2.7549196637624727
0.5,1.0,0.95,0,3.141592653589793,3.191469726092599,3.2767278951206356,3.7057893590491737,2.3649177579168117,2.038962257039138,2.776700974099787
0.5,1.0,0.95,3.141592653589793,0,3.705446496431852,3.2763213151484627,3.191178042087425,2.038918753929811,2.3648546425202603,2.7766566404028814
0.5,1.0,0.95,3.141592653589793,3.141592653589793,3.051488803960946,3.17173331749159,3.0514628801458357,2.750143056198623,2.750142872419439,2.5923815110218128e-05
0.5,25.75,0.95,0,0,2.9499042561169966,2.94990413812502,2.9499040201827023,1.1799197636719328e-07,1.1794231795647647e-07,2.3593429432366975e-07
0.5,25.75,0.95,0,3.141592653589793,3.2440566225288983,2.9973903650418214,3.0057520821295136,1.6493490958809887,2.6098281594917894,2.6322506589118246
0.5,25.75,0.95,3.141592653589793,0,3.0059422452600053,2.9979353836594846,3.244243750714974,2.6097314166832204,1.6494876980830029,2.6322569084847727
0.5,25.75,0.95,3.141592653589793,3.141592653589793,2.943920192788139,3.6405580960570996,2.943920192788139,2.74615213477838,2.74615213477838,0.0
0.5,50.5,0.95,0,0,3.2632981451853382,3.263314285267468,3.263330423316559,1.6140082129822987e-05,1.6138049090841378e-05,3.2278131220664365e-05
0.5,50.5,0.95,0,3.141592653589793,3.653749599994973,2.8351504785477593,3.26871269627681,1.41830817764383,2.6891273165868457,2.707097645760122
0.5,50.5,0.95,3.141592653589793,0,3.2685330634740404,2.8354375199687887,3.65382300593704,2.6890110545637156,1.4184079099004108,2.707137537562461
0.5,50.5,0.95,3.141592653589793,3.141592653589793,3.216573485113502,3.1716889622135382,3.2165734849275105,2.745353581103938,2.745353581098299,1.8599166651256382e-10
0.5,75.25,0.95,0,0,2.625731534659868,2.625731534659868,2.625731534659868,0.0,0.0,0.0
0.5,75.25,0.95,0,3.141592653589793,3.3473262492250364,3.635427976232088,2.888953756620584,0.2881017270070515,2.750590537168604,2.677146298796255
0.5,75.25,0.95,3.141592653589793,0,2.8890686451937775,3.6351649994162267,3.3476399695884558,2.7504936584074713,0.2875250298277706,2.677187156958543
0.5,75.25,0.95,3.141592653589793,3.141592653589793,2.857509548222482,3.3457140050883956,2.857509548222482,2.6823839913697967,2.6823839913697967,0.0
0.5,100.0,0.95,0,0,2.9701778496479085,2.9701778496479085,2.9701778496479085,0.0,0.0,0.0
0.5,100.0,0.95,0,3.141592653589793,2.7291697700709596,2.9590145988592873,3.484618711527754,0.22984482878832752,2.692092868241693,2.7494765280388807
0.5,100.0,0.95,3.141592653589793,0,3.4849043213136275,2.95869683671069,2.729379532054734,2.6922458742127757,0.22931730465595593,2.749501844672963
0.5,100.0,0.95,3.141592653589793,3.141592653589793,3.478107205128402,2.6337375257304054,3.4781072051285156,2.7770768838164344,2.777076883816457,1.1368683772161603e-13
0.5,1.0,1.2,0,0,2.8581608150536617,2.8581608150536617,2.8581608150536617,0.0,0.0,0.0
0.5,1.0,1.2,0,3.141592653589793,3.5957862717776385,3.086679153223023,3.334423138299723,2.5565687277762974,1.8954573160814605,2.6663611488477628
0.5,1.0,1.2,3.141592653589793,0,3.3342558507157145,3.0871728647298062,3.5960282448520964,1.8951262081086313,2.5566422736560384,2.6664445705411834
0.5,1.0,1.2,3.141592653589793,3.141592653589793,3.560113775429742,2.989931534198832,3.560127050746261,2.7438122153075115,2.7438159191560856,1.327531651895697e-05
0.5,25.75,1.2,0,0,2.949481166342411,2.949481166342411,2.9494811663423883,0.0,2.2737367544323207e-14,2.2737367544323207e-14
0.5,25.75,1.2,0,3.141592653589793,3.245133659074974,2.9942520001438035,2.889330794804571,1.6481210764504381,2.5977391292338865,2.6577332452220745
0.5,25.75,1.2,3.141592653589793,0,2.889703395769309,2.994487443079044,3.2454468550154267,2.5977194466748044,1.648082311918715,2.657704473271828
0.5,25.75,1.2,3.141592653589793,3.141592653589793,2.714714010151668,2.90660423422488,2.7147140100131515,2.6482565085133403,2.6482565085542675,1.3851604308001698e-10
0.5,50.5,1.2,0,0,3.263287006790695,3.263287006790695,3.263287006790695,0.0,0.0,0.0
0.5,50.5,1.2,0,3.141592653589793,3.641215372147605,2.8822112431683555,3.190452485231338,1.4422116433327843,2.661025044892253,2.712616840314162
0.5,50.5,1.2,3.141592653589793,0,3.1915791034541763,2.8813580237513428,3.642501027425994,2.6614532156434594,1.4413781053586532,2.7128433259761904
0.5,50.5,1.2,3.141592653589793,3.141592653589793,2.8594002953703175,3.466446343381687,2.8594002953703175,2.0846409092008513,2.0846409092008513,0.0
0.5,75.25,1.2,0,0,2.6259587114844143,2.6259587114844143,2.6259587114844143,0.0,0.0,0.0
0.5,75.25,1.2,0,3.141592653589793,3.3313038755389037,3.0599968316871355,2.8197647809495843,0.8743014582163162,2.7405511603476604,2.6915796651284056
0.5,75.25,1.2,3.141592653589793,0,2.8206238492106315,3.0592203630851147,3.3318629721016597,2.74047569821497,0.873389600333919,2.691462558255752
0.5,75.25,1.2,3.141592653589793,3.141592653589793,2.5738910530226695,2.8540341981577577,2.5738910530226695,1.9767870470144033,1.9767870470144033,0.0
0.5,100.0,1.2,0,0,2.970343288918631,2.970343288918631,2.970343288918631,0.0,0.0,0.0
0.5,100.0,1.2,0,3.141592653589793,2.71373539755293,3.0138481709094074,3.4167005281270697,0.3001127733564772,2.6622337244029124,2.7353549068108434
0.5,100.0,1.2,3.141592653589793,0,3.4161683503564637,3.0144605662847175,2.7134147787179907,2.6619724665540474,0.30104578756672706,2.7353044987228117
0.5,100.0,1.2,3.141592653589793,3.141592653589793,3.28897826721933,3.5236472755639006,3.28897826721933,1.8963487113741109,1.8963487113741109,0.0
0.7222222222222222,1.0,0.2,0,0,3.45265268711237,2.9320764905212053,3.45265268711237,2.7523672964588144,2.7523672964588144,0.0
0.7222222222222222,1.0,0.2,0,3.141592653589793,2.658806256289437,3.4430459832903417,2.985590736600509,2.2214238350286264,2.565053750821934,2.6140446841502936
0.7222222222222222,1.0,0.2,3.141592653589793,0,2.9853951913529935,3.442750078603132,2.658672765541552,2.5650588335546303,2.2213278473395617,2.6140771481505807
0.7222222222222222,1.0,0.2,3.141592653589793,3.141592653589793,3.337990809564618,3.1537075934740217,3.0087861999088426,2.4137990649202328,2.414363902372785,2.5970036055475108
0.7222222222222222,25.75,0.2,0,0,3.133355827829,3.065233819757098,3.1079164075766768,2.298840755688622,1.1028540290540172,2.663386615606677
0.7222222222222222,25.75,0.2,0,3.141592653589793,2.742923851338637,3.4841639681638576,3.0141861654565183,2.1797516692605585,2.5520961228508754,2.578544271713521
0.7222222222222222,25.75,0.2,3.141592653589793,0,3.013932011463995,3.483917921098901,2.742724857604467,2.552085823514298,2.179737961765072,2.578583352073305
0.7222222222222222,25.75,0.2,3.141592653589793,3.141592653589793,3.6060370153511037,3.084820834490606,3.6060370153511037,2.718144817424067,2.718144817424067,0.0
0.7222222222222222,50.5,0.2,0,0,2.9325503767056254,2.9353529948149335,2.9325503767056254,0.0028026181093082415,0.0028026181093082415,0.0
0.7222222222222222,50.5,0.2,0,3.141592653589793,3.5601917954543305,2.729063149662685,3.712900584107262,2.5163795182282085,2.3242690209071766,2.6391371023542107
0.7222222222222222,50.5,0.2,3.141592653589793,0,3.7131779311871123,2.7293535927196593,3.5604824811669693,2.3242792548906026,2.5163828232909595,2.639202347012464
0.7222222222222222,50.5,0.2,3.141592653589793,3.141592653589793,3.5524293003137806,3.0287962717914945,3.5524293003137806,2.712311072566203,2.712311072566203,0.0
0.7222222222222222,75.25,0.2,0,0,2.584384408983565,2.584384408983565,2.584384408983565,0.0,0.0,0.0
0.7222222222222222,75.25,0.2,0,3.141592653589793,3.1124567752361747,2.834778640136175,2.9852139054880147,1.6446369413141426,2.63701435256979,2.6337632878140895
0.7222222222222222,75.25,0.2,3.141592653589793,0,2.9850172398146264,2.832084883426648,3.1140828821999924,2.6377094430547317,1.6427515933864967,2.634095331293646
0.7222222222222222,75.25,0.2,3.141592653589793,3.141592653589793,2.915228381355225,3.0194072769389906,2.915228381355225,2.75490087572208,2.75490087572208,0.0
0.7222222222222222,100.0,0.2,0,0,3.439037541842213,3.4390392911069334,3.439041323218844,1.7492647202743682e-06,2.0321119109212303e-06,3.781376631195599e-06
0.7222222222222222,100.0,0.2,0,3.141592653589793,3.2198111084852252,3.1130731833672685,2.91250988175236,0.9886874946255624,2.752115304100004,2.6476069718002364
0.7222222222222222,100.0,0.2,3.141592653589793,0,2.9121952723637357,3.112121949041793,3.220817541850135,2.752133965801692,0.9873102126984371,2.647867609618801
0.7222222222222222,100.0,0.2,3.141592653589793,3.141592653589793,2.8576355036795555,3.5497185377158864,2.857635503533377,2.73994264782108,2.7399426478576645,1.4617853594245389e-10
0.7222222222222222,1.0,0.45,0,0,2.9571005476867014,2.827433776244687,3.30013009672982,2.4004980164174703,2.5830097626557147,2.484424039614411
0.7222222222222222,1.0,0.45,0,3.141592653589793,2.6204319702200216,3.371767461240922,2.851765938636729,2.204151130213249,2.5559952564134023,2.6411406780830604
0.7222222222222222,1.0,0.45,3.141592653589793,0,2.8518565912139797,3.371971375902087,2.6205227141667473,2.5559672776464,2.204207518215098,2.6411221042502477
0.7222222222222222,1.0,0.45,3.141592653589793,3.141592653589793,3.05259296778465,3.1459286428803424,3.05256822067956,2.7811042386559044,2.781106549510411,2.474710508977296e-05
0.7222222222222222,25.75,0.45,0,0,3.5525619924160106,3.1216012402542446,3.2870833107714135,0.7705502516011187,0.16548207051716873,0.8895236303601244
0.7222222222222222,25.75,0.45,0,3.141592653589793,2.7919712498076343,3.4607138288113726,2.885874545261023,2.1369511829823566,2.538504863595412,2.6085113762813434
0.7222222222222222,25.75,0.45,3.141592653589793,0,2.886202612757935,3.46124225228944,2.7923968375793584,2.538484951998734,2.1369847463933227,2.6084521314076157
0.7222222222222222,25.75,0.45,3.141592653589793,3.141592653589793,3.612632147819796,3.0701388260872227,3.612632147819796,2.7222718756298576,2.7222718756298576,0.0
0.7222222222222222,50.5,0.45,0,0,2.9335354143108354,2.933535330582685,2.9335352509139505,8.37281504573184e-08,7.966873454279266e-08,1.6339688500011106e-07
0.7222222222222222,50.5,0.45,0,3.141592653589793,3.6435302906800424,2.6978521047434163,3.6344592912646356,2.51104571612926,2.2914201151322273,2.6643840180686666
0.7222222222222222,50.5,0.45,3.141592653589793,0,3.6345408457719595,2.698143922139881,3.6434223833565063,2.2913040861942635,2.511061280296494,2.664353706767396
0.7222222222222222,50.5,0.45,3.141592653589793,3.141592653589793,3.553623236356213,3.004651069290818,3.553623236356213,2.7169460112817974,2.7169460112817974,0.0
0.7222222222222222,75.25,0.45,0,0,2.5846057392597777,2.5845384284857666,2.584470975615077,6.73107740112755e-05,6.745287068952167e-05,0.00013476364470079715
0.7222222222222222,75.25,0.45,0,3.141592653589793,3.1453389756285937,2.855984501130444,2.936603118835844,1.6374775063239482,2.6259661590779926,2.6503220653957795
0.7222222222222222,75.25,0.45,3.141592653589793,0,2.936526617637221,2.85677737622326,3.1451814457214744,2.6257563900753977,1.6378952764017911,2.6503049675773935
0.7222222222222222,75.25,0.45,3.141592653589793,3.141592653589793,2.9169769244840857,2.991774597112193,2.9169769244840857,2.75532353939169,2.75532353939169,0.0
0.7222222222222222,100.0,0.45,0,0,3.4391010192417575,3.4391010192417575,3.4391010192417575,0.0,0.0,0.0
0.7222222222222222,100.0,0.45,0,3.141592653589793,3.2074721481230535,3.165051417343861,2.8757769481068385,1.0326745756623743,2.7543272421662883,2.6538856837508447
0.7222222222222222,100.0,0.45,3.141592653589793,0,2.875517441981331,3.16442087365393,3.20743437469656,2.7543482522929588,1.0322731921387707,2.6539308735544083
0.7222222222222222,100.0,0.45,3.141592653589793,3.141592653589793,2.859513523727012,3.517265526609014,2.859513523727012,2.7298697524529545,2.7298697524529545,0.0
0.7222222222222222,1.0,0.7,0,0,2.810555371791782,3.393134715752874,2.67077532586218,2.561631770156313,2.1986330711043633,2.6385408819155503
0.7222222222222222,1.0,0.7,0,3.141592653589793,2.9393632379739656,3.049782591293121,3.0702541127179304,2.3803286883563324,2.3413264387399586,2.6711532704211907
0.7222222222222222,1.0,0.7,3.141592653589793,0,3.0696582860945454,3.049096245159246,2.9386724288185078,2.3414065596290876,2.3803529786142525,2.6711733106289004
0.7222222222222222,1.0,0.7,3.141592653589793,3.141592653589793,2.747019584099481,3.305206549269797,3.2043838064865797,2.555813911896993,2.381259611500597,2.5252533468853082
0.7222222222222222,25.75,0.7,0,0,3.1395966144732936,3.1112936946942,3.0826866050765376,0.028302919779093827,0.028607089617662496,0.05691000939675632
0.7222222222222222,25.75,0.7,0,3.141592653589793,2.752709631657749,3.3664677720601324,2.660113452725246,2.110270303877182,2.5320017180439294,2.6646434373827232
0.7222222222222222,25.75,0.7,3.141592653589793,0,2.660648733996978,3.366974251020866,2.7532685530397294,2.5319701750660983,2.1101834661890324,2.6645238754037237
0.7222222222222222,25.75,0.7,3.141592653589793,3.141592653589793,3.6122370007039315,3.023746030978655,3.612236071008625,2.7308397858129725,2.7308395492228414,9.296953066950664e-07
0.7222222222222222,50.5,0.7,0,0,2.933256677521103,2.933256677521103,2.933256677521103,0.0,0.0,0.0
0.7222222222222222,50.5,0.7,0,3.141592653589793,3.072776463580702,2.6222937487355615,3.5160647211544864,2.2143099356968667,2.261840738274286,2.752940551913081
0.7222222222222222,50.5,0.7,3.141592653589793,0,3.5160533321937115,2.6222884096507335,3.0730478299637056,2.261828222900185,2.2142190614445845,2.7529343622377036
0.7222222222222222,50.5,0.7,3.141592653589793,3.141592653589793,3.5492500558762337,2.925724501099281,3.549250043819426,2.731698248961274,2.7316982453588565,1.2056807463523e-08
0.7222222222222222,75.25,0.7,0,0,2.584463333074982,2.584463531532274,2.584463730297248,1.9845729184453376e-07,1.9876497390214353e-07,3.972222657466773e-07
0.7222222222222222,75.25,0.7,0,3.141592653589793,3.1963814795189966,2.8347785691250573,2.8617341277510397,1.6052323488548879,2.624818525793157,2.6779466396126863
0.7222222222222222,75.25,0.7,3.141592653589793,0,2.8619528767922953,2.835344185641758,3.196566983272229,2.624685161639158,1.605376868407238,2.677927587821627
0.7222222222222222,75.25,0.7,3.141592653589793,3.141592653589793,2.9155580971092396,3.5117832193996867,2.9155580971092396,2.7370393391815595,2.7370393391815595,0.0
0.7222222222222222,100.0,0.7,0,0,3.439238544514597,3.439238544514597,3.439238544514597,0.0,0.0,0.0
0.7222222222222222,100.0,0.7,0,3.141592653589793,3.22483658886814,3.1839160917955582,2.817682786415319,1.0329720348441036,2.758879329016974,2.6716117663386187
0.7222222222222222,100.0,0.7,3.141592653589793,0,2.817241902066346,3.1837628925517576,3.224958196320551,2.7589234651023498,1.0327874382325284,2.6717333298224633
0.7222222222222222,100.0,0.7,3.141592653589793,3.141592653589793,2.8661338437888824,3.3846517569830774,2.8661338437888824,2.6925459491417896,2.6925459491417896,0.0
0.7222222222222222,1.0,0.95,0,0,2.9663752544956443,3.0705812455945036,3.007624331487785,2.385968437933827,2.327512765580861,2.6228252255982296
0.7222222222222222,1.0,0.95,0,3.141592653589793,2.9541877233650817,3.0876653965092458,2.973886703874225,2.405858455323602,2.330833900204431,2.6532393558182905
0.7222222222222222,1.0,0.95,3.141592653589793,0,2.9766750381475524,3.090349528535543,2.956735822049146,2.3306443274319526,2.4058030554720125,2.6529341647229687
0.7222222222222222,1.0,0.95,3.141592653589793,3.141592653589793,2.7741739883038385,3.4643238990506466,2.741547169312691,2.549884628866343,2.1967508303443024,2.6519513704094235
0.7222222222222222,25.75,0.95,0,0,3.1114983722617353,3.111498379566433,3.1114983868725856,7.304697646759451e-09,7.306152838282287e-09,1.4610850485041737e-08
0.7222222222222222,25.75,0.95,0,3.141592653589793,2.64100479557304,3.239162567418321,3.607510208516852,2.1157062484359628,1.9894441987599791,2.825493325819329
0.7222222222222222,25.75,0.95,3.141592653589793,0,3.6077602085338647,3.2391238915228135,2.641068732736799,1.989616446817972,2.1156447060141588,2.8255412825097976
0.7222222222222222,25.75,0.95,3.141592653589793,3.141592653589793,3.4612484617453227,2.636186629796871,3.4612467944040652,2.7923601334847348,2.792359778427007,1.6673412574164105e-06
0.7222222222222222,50.5,0.95,0,0,2.933496050750886,2.933496050750886,2.933496050750886,0.0,0.0,0.0
0.7222222222222222,50.5,0.95,0,3.141592653589793,3.076299632836002,2.5956219756010035,3.3366030756392426,2.2082115235306055,2.17075436831788,2.7360531694574197
0.7222222222222222,50.5,0.95,3.141592653589793,0,3.3367193616083446,2.594968999034669,3.07648295449212,2.171230185121685,2.2080081500293383,2.736059031228944
0.7222222222222222,50.5,0.95,3.141592653589793,3.141592653589793,3.24707544358697,3.013725680060225,3.2470755160171274,2.5617280860655356,2.5617280773613986,7.243015716085211e-08
0.7222222222222222,75.25,0.95,0,0,2.584301666508723,2.5843009537982065,2.5843002410885996,7.12710516381776e-07,7.127096068870742e-07,1.4254201232688501e-06
0.7222222222222222,75.25,0.95,0,3.141592653589793,3.1977502415419545,2.876773935492303,2.726392705776609,1.6225724450556114,2.605743031235042,2.7143843963853116
0.7222222222222222,75.25,0.95,3.141592653589793,0,2.7262021134342853,2.8765955189681898,3.19786894564592,2.6057970046111762,1.6224603953925496,2.7144662798834487
0.7222222222222222,75.25,0.95,3.141592653589793,3.141592653589793,3.2313226861815836,3.225072126538381,3.2313226861815836,2.3270238159220673,2.3270238159220673,0.0
0.7222222222222222,100.0,0.95,0,0,3.4391423914538612,3.4391423914538612,3.4391423914538612,0.0,0.0,0.0
0.7222222222222222,100.0,0.95,0,3.141592653589793,3.21101600973651,3.2525836847942258,2.7023472634072028,1.0897467928581386,2.771427229835978,2.699881024776927
0.7222222222222222,100.0,0.95,3.141592653589793,0,2.7023580430924063,3.2529459569279964,3.21098554780475,2.771436582877924,1.09002030502161,2.6998803714282205
0.7222222222222222,100.0,0.95,3.141592653589793,3.141592653589793,2.631414278948339,3.1214453041020684,2.631414278948339,2.045040057845944,2.045040057845944,0.0
0.7222222222222222,1.0,1.2,0,0,3.2490701974667227,3.2490701974667227,3.2490701974667227,0.0,0.0,0.0
0.7222222222222222,1.0,1.2,0,3.141592653589793,3.2135231852761272,2.7469121527873193,3.133895759812396,2.59542025669858,1.9889480009411997,2.6397484972570866
0.7222222222222222,1.0,1.2,3.141592653589793,0,3.1335728641392797,2.7467097185377147,3.213332201120985,1.988900372110929,2.595429355114092,2.639770553905227
0.7222222222222222,1.0,1.2,3.141592653589793,3.141592653589793,2.604682932291832,3.3499448480523606,3.1351470532259045,2.2235242988097697,2.277387852263775,2.7869355358087766
0.7222222222222222,25.75,1.2,0,0,3.1115941450296303,3.1115941450296303,3.1115941450296303,0.0,0.0,0.0
