glutamate_concentration,competition_strength,communication_strength,biofilm_1_initial_phase,biofilm_3_initial_phase,mean_output_phase1,mean_output_phase2,mean_output_phase3,phase_dif_1_2,phase_dif_2_3,phase_dif_1_3
0.5,75.25,0.2,3.141592653589793,3.141592653589793,3.1748152910934833,2.647218649517484,3.1748152910934833,2.6749242789508543,2.6749242789508543,0.0
0.5,100.0,0.2,0,0,3.27400806141398,2.5376554187608944,2.504460314329029,2.7381297717116437,0.03319510443186573,2.750204694717965
0.5,100.0,0.2,0,3.141592653589793,2.817387760107195,2.842357464882903,3.5599085857580404,0.024969704775708125,2.7230539831909795,2.731272971201028
0.5,100.0,0.2,3.141592653589793,0,3.559923641798156,2.842045799111659,2.8175526306912078,2.7231660251562717,0.024493168420451638,2.731224668484933
0.5,100.0,0.2,3.141592653589793,3.141592653589793,3.467510027295822,2.935408499202404,3.467510027295822,2.664530507123035,2.664530507123035,0.0
0.5,1.0,0.45,0,0,2.973608517129248,2.973622873097913,2.9736369069857522,1.4355968664858665e-05,1.4033887839559612e-05,2.8389856504418275e-05
0.5,1.0,0.45,0,3.141592653589793,2.632837441957217,2.8875179355524097,2.728378348819709,1.9792900584196147,2.6631412318857173,2.5902484471648237
0.5,1.0,0.45,3.141592653589793,0,2.7283891539819507,2.88773731672253,2.63285316535751,2.6630894122119657,1.979364493088194,2.590243388045816
0.5,1.0,0.45,3.141592653589793,3.141592653589793,2.970344990799486,3.1700222712907404,2.970344990799486,2.7420559607815895,2.7420559607815895,0.0
0.5,25.75,0.45,0,0,2.9573818043610154,2.9573818043610154,2.9573818043610154,0.0,0.0,0.0
0.5,25.75,0.45,0,3.141592653589793,3.1298663151426105,3.2912657221052406,2.751966196447764,0.1613994069626301,2.747844906251591,2.7163336371757523
0.5,25.75,0.45,3.141592653589793,0,2.751836769096834,3.2913054816876843,3.12969418947848,2.7478810185848843,0.16161129220920428,2.7163288198652835
0.5,25.75,0.45,3.141592653589793,3.141592653589793,3.23858800340697,3.351966667572092,3.238588003393043,2.7764088025094558,2.7764088025086715,1.3926637620897964e-11
0.5,50.5,0.45,0,0,2.8233420431245073,2.8233420399117852,2.823342037701418,3.212721821910236e-09,2.2103677110862917e-09,5.423089532996528e-09
0.5,50.5,0.45,0,3.141592653589793,3.9018076413531597,3.359975991366646,2.870919667266213,0.6888866868546778,2.7210732847441377,2.670818315517696
0.5,50.5,0.45,3.141592653589793,0,2.870878658077669,3.359536123640801,3.901931119478659,2.7209843723163103,0.6884908036143678,2.6709002236235655
0.5,50.5,0.45,3.141592653589793,3.141592653589793,2.7657029144962793,3.4460840309333394,2.7657029144962793,2.767758675235349,2.767758675235349,0.0
0.5,75.25,0.45,0,0,3.3929431689303255,3.392943168930337,3.3929431689303255,1.1368683772161604e-14,1.1368683772161604e-14,0.0
0.5,75.25,0.45,0,3.141592653589793,2.4923869914904713,2.55393370114829,3.2671727157669297,0.06154670965781861,2.7303197478868326,2.752686886719661
0.5,75.25,0.45,3.141592653589793,0,3.2670276948889354,2.553593197875139,2.492497009647664,2.730402923374581,0.06109618822747507,2.7526061317471973
0.5,75.25,0.45,3.141592653589793,3.141592653589793,3.17787356097337,2.6280529411632103,3.17787356097337,2.6825755580764934,2.6825755580764934,0.0
0.5,100.0,0.45,0,0,3.2670276948889354,2.553593197875139,2.492497009647664,2.730402923374581,0.06109618822747507,2.7526061317471973
0.5,100.0,0.45,0,3.141592653589793,2.8078645636253015,2.8557770693519418,3.5521589667342086,0.04791250572664012,2.715959253528544,2.7317152665846693
0.5,100.0,0.45,3.141592653589793,0,3.5520844369866666,2.8557161621964866,2.8078653694491806,2.715955013133848,0.04785079274730606,2.731690436746587
0.5,100.0,0.45,3.141592653589793,3.141592653589793,3.4723533368856865,2.914783291108395,3.4723533368856865,2.6723567424263566,2.6723567424263566,0.0
0.5,1.0,0.7,0,0,2.9737519608751035,2.9735857864826536,2.973419659008568,0.00016617439245010247,0.00016612747408544236,0.00033230186653554483
0.5,1.0,0.7,0,3.141592653589793,2.6763292739054734,2.885525453118589,2.689157907008794,1.950126099790161,2.6636201182818326,2.6047196171939517
0.5,1.0,0.7,3.141592653589793,0,2.689218335655201,2.8857927111015895,2.6763892488617715,2.663557883230564,1.9501963365531239,2.6047025001795205
0.5,1.0,0.7,3.141592653589793,3.141592653589793,2.96445937477577,3.1507199553650636,2.9644593747752817,2.7410259780779023,2.741025978077959,4.888534022029489e-13
0.5,25.75,0.7,0,0,2.957312093333716,2.9573121675577605,2.9573122416135824,7.422404451062903e-08,7.405582209685236e-08,1.4827986660748138e-07
0.5,25.75,0.7,0,3.141592653589793,3.12060850353299,3.3096820579022483,2.73779638939828,0.18907355436925855,2.7559625563362617,2.718364128137684
0.5,25.75,0.7,3.141592653589793,0,2.7378408849084357,3.309683876723077,3.120605687788518,2.7559520255229826,0.18907818893455897,2.718350619921206
0.5,25.75,0.7,3.141592653589793,3.141592653589793,3.2379792243782832,3.3294588259728677,3.2379792243782832,2.7740015090400556,2.7740015090400556,0.0
0.5,50.5,0.7,0,0,2.8232804405292833,2.8232804405292717,2.8232804405292717,1.1368683772161604e-14,0.0,1.1368683772161604e-14
0.5,50.5,0.7,0,3.141592653589793,3.8927580443332976,3.376057709764537,2.8603519711046888,0.7064059413712152,2.7271615796475444,2.670471189893548
0.5,50.5,0.7,3.141592653589793,0,2.8604239571088614,3.375912957499561,3.892895854712922,2.727103114017497,0.7062114834058001,2.670513888473116
0.5,50.5,0.7,3.141592653589793,3.141592653589793,2.770266226158202,3.4111309797397054,2.770266226158202,2.7586302608873794,2.7586302608873794,0.0
0.5,75.25,0.7,0,0,3.393129897267811,3.393129897267811,3.393129897267811,0.0,0.0,0.0
0.5,75.25,0.7,0,3.141592653589793,2.4847376988514753,2.5684256641076133,3.2562146609328977,0.08368796525613789,2.722035679228301,2.752413692561524
0.5,75.25,0.7,3.141592653589793,0,3.256270894496885,2.568339009039383,2.4849200474224657,2.7220859851713244,0.08341896161691693,2.752361556866171
0.5,75.25,0.7,3.141592653589793,3.141592653589793,3.1863682114439995,2.5877842306320447,3.1863682114439995,2.699181700158519,2.699181700158519,0.0
0.5,100.0,0.7,0,0,2.951725131295143,2.951725131295143,2.951725131295143,0.0,0.0,0.0
0.5,100.0,0.7,0,3.141592653589793,2.801906602807108,2.868959292513992,3.540659595278572,0.06705268970688394,2.7077102857367294,2.7297140059574843
0.5,100.0,0.7,3.141592653589793,0,3.5404794904219044,2.868853295672571,2.801982807929474,2.7076828187267976,0.06687048774309687,2.7296282506013965
0.5,100.0,0.7,3.141592653589793,3.141592653589793,3.4841404826321933,2.8732410214428254,3.4841404826321933,2.689250650656547,2.689250650656547,0.0
0.5,1.0,0.95,0,0,2.973546879125326,2.973547335375071,2.973547791664823,4.5624974518432284e-07,4.5628975158251707e-07,9.125394967668399e-07
0.5,1.0,0.95,0,3.141592653589793,2.6988450723865114,2.8587283821525262,2.620588110765598,1.9249573583057598,2.670829184732574,2.629651096077727
0.5,1.0,0.95,3.141592653589793,0,2.620510491073324,2.8587009352056043,2.698809996098946,2.6708420071938432,1.9249727948488995,2.629679328046065
0.5,1.0,0.95,3.141592653589793,3.141592653589793,2.9472538739456633,3.1110303228598397,2.947253873918412,2.740084804667139,2.740084804668174,2.725073500187136e-11
0.5,25.75,0.95,0,0,2.957356129741553,2.957356129741553,2.957356129741553,0.0,0.0,0.0
0.5,25.75,0.95,0,3.141592653589793,3.1163172599936595,3.3255159983545903,2.7173616706215133,0.20919873836093075,2.7652697409798193,2.722891626480852
0.5,25.75,0.95,3.141592653589793,0,2.71729065887533,3.3256359825069217,3.1164206642969683,2.7653295890475547,0.2092153182099537,2.7229285103566907
0.5,25.75,0.95,3.141592653589793,3.141592653589793,3.2399018532455996,3.270642893687384,3.2399018532455996,2.7694102957719897,2.7694102957719897,0.0
0.5,50.5,0.95,0,0,2.82338567887386,2.8233856786134943,2.8233856783657822,2.60365595750045e-10,2.477122507116292e-10,5.080778464616742e-10
0.5,50.5,0.95,0,3.141592653589793,3.8866080333055697,3.3936200522334574,2.8444282767147286,0.7229778833782824,2.735016258724376,2.6739847421222214
0.5,50.5,0.95,3.141592653589793,0,2.844518007976211,3.3936765695674085,3.886563581225025,2.7350050095935687,0.7230302531174992,2.6739203911369978
0.5,50.5,0.95,3.141592653589793,3.141592653589793,2.783506431693303,3.323097441105115,2.783506431693303,2.7353999868697896,2.7353999868697896,0.0
0.5,75.25,0.95,0,0,3.393078202943188,3.393078202791666,3.393078202632971,1.5152181731536984e-10,1.5869545677560383e-10,3.1021727409097364e-10
0.5,75.25,0.95,0,3.141592653589793,2.4795966696454146,2.58513140179015,3.2403277957247667,0.1055347321447357,2.711658311388109,2.749892295541892
0.5,75.25,0.95,3.141592653589793,0,3.2402497725274713,2.585402493039183,2.479531241977489,2.711541060658462,0.10587125106169423,2.7498988805147038
0.5,75.25,0.95,3.141592653589793,3.141592653589793,3.206243880694359,2.492572451445395,3.2062438806896068,2.738955523805404,2.738955523804131,4.75210981676355e-12
0.5,100.0,0.95,0,0,2.95190477348732,2.95190477348732,2.95190477348732,0.0,0.0,0.0
0.5,100.0,0.95,0,3.141592653589793,2.797784503963399,2.8846416791294844,3.523202653241236,0.0868571751660852,2.6966769104528425,2.7250913651055697
0.5,100.0,0.95,3.141592653589793,0,3.5232075903856583,2.884680157760491,2.7977502833121806,2.696666517508217,0.08692987444831032,2.725107176260869
0.5,100.0,0.95,3.141592653589793,3.141592653589793,3.509327338095585,2.7818656731884657,3.5093273380912193,2.7274415014901336,2.7274415014887468,4.365574568510055e-12
0.5,1.0,1.2,0,0,2.973647740721544,2.9736477407217827,2.9736477407218964,2.3874235921539367e-13,1.1368683772161603e-13,3.524291969370097e-13
0.5,1.0,1.2,0,3.141592653589793,2.699587003903223,2.837502731388588,2.5226965596651807,1.9163086116348538,2.6788069125852956,2.6649008937452563
0.5,1.0,1.2,3.141592653589793,0,2.5225854277298625,2.8375530262402435,2.699459401322194,2.6788038020430776,1.916413059493145,2.6649411977207267
0.5,1.0,1.2,3.141592653589793,3.141592653589793,2.8855966687535264,2.9959310431794774,2.8855966687392476,2.742824509900742,2.7428245099015833,1.4279066817834973e-11
0.5,25.75,1.2,0,0,2.9573206175087683,2.9573206175087683,2.9573206175087683,0.0,0.0,0.0
0.5,25.75,1.2,0,3.141592653589793,3.110676080160122,3.3475466921363344,2.685098990376795,0.23687061197621234,2.7793496446375014,2.7303915593337833
0.5,25.75,1.2,3.141592653589793,0,2.6847878983670816,3.347608464060884,3.110618205311332,2.779435195678981,0.23699025874955168,2.730455577856766
0.5,25.75,1.2,3.141592653589793,3.141592653589793,3.2368378536967484,3.0677895435476423,3.236837853680946,2.767342370590358,2.7673423705893803,1.5802470443304628e-11
0.5,50.5,1.2,0,0,2.8233067027956684,2.8233067027956684,2.8233067027956684,0.0,0.0,0.0
0.5,50.5,1.2,0,3.141592653589793,3.8805402181119213,3.4177265601121647,2.8194455745233937,0.7441056885192687,2.746926307701655,2.6816410248909883
0.5,50.5,1.2,3.141592653589793,0,2.8193381963236845,3.417956059718365,3.8803734084671966,2.7470133798230805,0.7443917596424761,2.6816006764103273
0.5,50.5,1.2,3.141592653589793,3.141592653589793,2.808927886811142,3.698595698325378,2.808927886811142,2.5901392490094883,2.5901392490094883,0.0
0.5,75.25,1.2,0,0,3.393134227444425,3.393134227444425,3.393134227444425,0.0,0.0,0.0
0.5,75.25,1.2,0,3.141592653589793,2.474840982238348,2.6083984861200435,3.215273760557835,0.13355750388169554,2.696605863859051,2.744862915106123
0.5,75.25,1.2,3.141592653589793,0,3.215319636894782,2.6082332358534615,2.474810265869351,2.696674792559483,0.1334229699841103,2.7448802360013334
0.5,75.25,1.2,3.141592653589793,3.141592653589793,3.245628932813935,3.502022448066937,3.245628932813935,2.689486982613802,2.689486982613802,0.0
0.5,100.0,1.2,0,0,2.9516661220927176,2.9516661220927176,2.9516661220927176,0.0,0.0,0.0
0.5,100.0,1.2,0,3.141592653589793,2.7943178074764803,2.905918669952533,3.4971109950875814,0.1116008624760525,2.6810874554903963,2.7174052532323087
0.5,100.0,1.2,3.141592653589793,0,3.497050507239618,2.9059176328407403,2.794262153890159,2.6810628075828475,0.11165547895058126,2.7173984002136167
0.5,100.0,1.2,3.141592653589793,3.141592653589793,3.5582693015887967,2.561797800763466,3.5582693015887967,2.820671197767544,2.820671197767544,0.0
0.7222222222222222,1.0,0.2,0,0,3.3008326546293576,2.9891955331307165,3.110743504629542,1.2807283043667232,2.425042653599616,2.704004254798312
0.7222222222222222,1.0,0.2,0,3.141592653589793,3.0123319663122308,3.196844387027279,3.3702900642793345,2.501322168721851,2.5047945898180224,2.6841865906985176
0.7222222222222222,1.0,0.2,3.141592653589793,0,3.370293878711005,3.1969399640106033,3.012435030935401,2.504762395544521,2.5013130730834354,2.6841984922174573
0.7222222222222222,1.0,0.2,3.141592653589793,3.141592653589793,3.308080672392973,2.8083889190278972,3.3080807542916753,2.7738862377300366,2.7738862614783075,8.189870186470216e-08
0.7222222222222222,25.75,0.2,0,0,3.370293878711005,3.1969399640106033,3.012435030935401,2.504762395544521,2.5013130730834354,2.6841984922174573
0.7222222222222222,25.75,0.2,0,3.141592653589793,3.7603190756617453,2.811848890024289,3.0523271635023415,2.0587029725936596,2.700357322261297,2.534155278774191
0.7222222222222222,25.75,0.2,3.141592653589793,0,3.052344149915732,2.8128425797210475,3.759638700631082,2.700112763039678,2.059033008749652,2.533796491609318
0.7222222222222222,25.75,0.2,3.141592653589793,3.141592653589793,2.9699033618709882,3.0581235916307237,2.969903361769261,2.7767625609183817,2.7767625609292503,1.0172698239330202e-10
0.7222222222222222,50.5,0.2,0,0,2.9398946855560815,2.9398947200931422,2.939894712161621,3.4537060855655e-08,7.931521395221352e-09,2.6605539460433646e-08
0.7222222222222222,50.5,0.2,0,3.141592653589793,3.43511033452002,3.6203982236454224,2.9869262382030373,0.18528788912540223,2.7140557069329376,2.653516514039508
0.7222222222222222,50.5,0.2,3.141592653589793,0,2.9870288107417564,3.620536563407545,3.435061188123261,2.714070634180736,0.18547537528428393,2.653471630573871
0.7222222222222222,50.5,0.2,3.141592653589793,3.141592653589793,2.9191051763407048,3.640568069176406,2.9191051763407048,2.737084626335117,2.737084626335117,0.0
0.7222222222222222,75.25,0.2,0,0,2.9870288107417564,3.620536563407545,3.435061188123261,2.714070634180736,0.18547537528428393,2.653471630573871
0.7222222222222222,75.25,0.2,0,3.141592653589793,2.5570535692753174,2.647466591079374,3.872561611314623,0.09041302180405637,2.7605315617652146,2.8066659557775844
0.7222222222222222,75.25,0.2,3.141592653589793,0,3.872685221007967,2.6477137884962056,2.5568942219255724,2.7604744855414487,0.09081956657063302,2.806816404729495
0.7222222222222222,75.25,0.2,3.141592653589793,3.141592653589793,3.80619590013512,2.6998444698932738,3.80619590013512,2.7031656969575417,2.7031656969575417,0.0
0.7222222222222222,100.0,0.2,0,0,3.872685221007967,2.6477137884962056,2.5568942219255724,2.7604744855414487,0.09081956657063302,2.806816404729495
0.7222222222222222,100.0,0.2,0,3.141592653589793,3.137600883802745,3.193222957194039,2.6284990347244124,0.05562207339129373,2.759949059391853,2.7500334792866523
0.7222222222222222,100.0,0.2,3.141592653589793,0,2.628511503925059,3.1934204639850896,3.137453187787944,2.759979819877755,0.05596727619714557,2.750014350404321
0.7222222222222222,100.0,0.2,3.141592653589793,3.141592653589793,3.19476258039242,3.246689682203223,3.19476258039242,2.769228068811446,2.769228068811446,0.0
0.7222222222222222,1.0,0.45,0,0,3.2631733606056215,3.2639095251986463,3.2646463710110694,0.0007361645930245686,0.0007368458124233257,0.0014730104054478943
0.7222222222222222,1.0,0.45,0,3.141592653589793,3.0900868858760666,3.242086315155025,3.351477464223752,2.4878969372498383,2.482643298502018,2.694614960195101
0.7222222222222222,1.0,0.45,3.141592653589793,0,3.351594904182799,3.2421422458757845,3.090147391217763,2.482677919143857,2.4878965090310947,2.69461432213575
0.7222222222222222,1.0,0.45,3.141592653589793,3.141592653589793,3.413150959294567,2.8817840277178965,3.413150959294567,2.7772286513129045,2.7772286513129045,0.0
0.7222222222222222,25.75,0.45,0,0,3.351594904182799,3.2421422458757845,3.090147391217763,2.482677919143857,2.4878965090310947,2.69461432213575
0.7222222222222222,25.75,0.45,0,3.141592653589793,3.7466893073931273,2.2789248302059306,3.030149898239288,2.4339563580531687,2.5842198523940234,2.535257211240302
0.7222222222222222,25.75,0.45,3.141592653589793,0,3.030116333675276,2.2784076688133084,3.746885559735996,2.5844853357782034,2.433993541695051,2.5353725699351037
0.7222222222222222,25.75,0.45,3.141592653589793,3.141592653589793,2.9753663308787033,3.040191127201692,2.9753663308787033,2.7767005764051524,2.7767005764051524,0.0
0.7222222222222222,50.5,0.45,0,0,2.939905711257783,2.9399057096760237,2.939905707956897,1.5817590792721602e-09,1.719126885291189e-09,3.3008859645633494e-09
0.7222222222222222,50.5,0.45,0,3.141592653589793,3.401630961131461,3.6760029636917735,2.9711559245753305,0.27437200256031247,2.7372927825641584,2.6474583728361396
0.7222222222222222,50.5,0.45,3.141592653589793,0,2.9710887739917466,3.6759698502559717,3.4014126817510073,2.7373002258310195,0.27455716850496403,2.647411425556187
0.7222222222222222,50.5,0.45,3.141592653589793,3.141592653589793,2.9235701487366925,3.6173051893308568,2.923570148736647,2.727355725171459,2.727355725171459,4.5474735088646414e-14
0.7222222222222222,75.25,0.45,0,0,2.9710887739917466,3.6759698502559717,3.4014126817510073,2.7373002258310195,0.27455716850496403,2.647411425556187
0.7222222222222222,75.25,0.45,0,3.141592653589793,2.533387132345317,2.6826588358411505,3.858109847445249,0.1492717034958332,2.7350948990518935,2.811097735592245
0.7222222222222222,75.25,0.45,3.141592653589793,0,3.857987644784399,2.6827988367797255,2.5332257295076013,2.7349627073655887,0.14957310727212417,2.811119850465418
0.7222222222222222,75.25,0.45,3.141592653589793,3.141592653589793,3.8127530449170566,2.6723379506626523,3.8127530449170566,2.7200133514526166,2.7200133514526166,0.0
0.7222222222222222,100.0,0.45,0,0,3.857987644784399,2.6827988367797255,2.5332257295076013,2.7349627073655887,0.14957310727212417,2.811119850465418
0.7222222222222222,100.0,0.45,0,3.141592653589793,3.1210635114330763,3.2191052348802467,3.2421747774199714,0.09804172344717017,2.7681093723523182,2.768126703296377
0.7222222222222222,100.0,0.45,3.141592653589793,0,3.2423713501465485,3.218884652789857,3.1211868378066105,2.7680920063913725,0.09769781498324619,2.768116741375592
0.7222222222222222,100.0,0.45,3.141592653589793,3.141592653589793,3.203503935201853,3.2171787115176675,3.203503935201853,2.7677871955630273,2.7677871955630273,0.0
0.7222222222222222,1.0,0.7,0,0,3.2637149005699984,3.263714900663653,3.2637149005699984,9.365521691506728e-11,9.365521691506728e-11,0.0
0.7222222222222222,1.0,0.7,0,3.141592653589793,3.0174556304455926,3.1426548178181135,3.1756086947567277,2.4837728674102046,2.443546738082586,2.7035289788060495
0.7222222222222222,1.0,0.7,3.141592653589793,0,3.175644674854971,3.1426756444091963,3.017509089567752,2.443556196689719,2.4837597111098324,2.7035316846686457
0.7222222222222222,1.0,0.7,3.141592653589793,3.141592653589793,3.524561604828589,2.947868113688896,3.5243856724883678,2.7864399911132267,2.7863812232864547,0.00017593234022115212
0.7222222222222222,25.75,0.7,0,0,3.175644674854971,3.1426756444091963,3.017509089567752,2.443556196689719,2.4837597111098324,2.7035316846686457
0.7222222222222222,25.75,0.7,0,3.141592653589793,3.785741827386859,2.279054548682852,2.989079715963326,2.4353557843361244,2.5718249348756395,2.5716562673948182
0.7222222222222222,25.75,0.7,3.141592653589793,0,2.989018257165342,2.278665861288509,3.7857459973728864,2.5720177695937374,2.435375097360847,2.571680537305125
0.7222222222222222,25.75,0.7,3.141592653589793,3.141592653589793,2.9814918862617312,3.6213669031530564,2.9814918863224853,2.7794769509939456,2.7794769509766426,6.07542460784316e-11
0.7222222222222222,50.5,0.7,0,0,2.939855882949215,2.939855882949215,2.939855882949215,0.0,0.0,0.0
0.7222222222222222,50.5,0.7,0,3.141592653589793,3.3935195413982497,3.709223546822277,2.946072127866617,0.31570400542402693,2.755795478921006,2.652048265086525
0.7222222222222222,50.5,0.7,3.141592653589793,0,2.946089889268424,3.7092895307289195,3.3935936470234696,2.755812791188454,0.3156958837054503,2.6520625986172277
0.7222222222222222,50.5,0.7,3.141592653589793,3.141592653589793,2.933865595292062,3.5531688366518366,2.933865595292062,2.702034439575199,2.702034439575199,0.0
0.7222222222222222,75.25,0.7,0,0,2.946089889268424,3.7092895307289195,3.3935936470234696,2.755812791188454,0.3156958837054503,2.6520625986172277
0.7222222222222222,75.25,0.7,0,3.141592653589793,2.52232088654225,2.7112022226676666,3.8345791642217053,0.18888133612541652,2.708381399443528,2.8043102905003545
0.7222222222222222,75.25,0.7,3.141592653589793,0,3.834649888636025,2.7113120114891083,2.522459731446893,2.708362071476683,0.18885228004221516,2.804276348919763
0.7222222222222222,75.25,0.7,3.141592653589793,3.141592653589793,3.8301447033310665,2.59623600367622,3.8301447033310665,2.7670515081912592,2.7670515081912592,0.0
0.7222222222222222,100.0,0.7,0,0,3.834649888636025,2.7113120114891083,2.522459731446893,2.708362071476683,0.18885228004221516,2.804276348919763
0.7222222222222222,100.0,0.7,0,3.141592653589793,3.1121882328106585,3.2431598400187776,3.21869408138666,0.1309716072081187,2.768423552486342,2.7678509562564946
0.7222222222222222,100.0,0.7,3.141592653589793,0,3.218611078858804,3.243317914226734,3.1120879410324824,2.7684402561568837,0.13122997319425167,2.767861885133629
0.7222222222222222,100.0,0.7,3.141592653589793,3.141592653589793,3.227137656212095,3.1411635855149465,3.227137656212095,2.7666321205174875,2.7666321205174875,0.0
0.7222222222222222,1.0,0.95,0,0,3.263812772664578,3.263812772665271,3.263812772667522,6.934897101018577e-13,2.2509993868879975e-12,2.944489096989855e-12
0.7222222222222222,1.0,0.95,0,3.141592653589793,3.444323731713773,3.5572829837870676,3.4956761361737363,2.486190576487304,2.361256764188062,2.6859277271094144
0.7222222222222222,1.0,0.95,3.141592653589793,0,3.4960060786002627,3.5576390874649952,3.4446267145889506,2.361327523538166,2.4862592429345405,2.685989572279938
0.7222222222222222,1.0,0.95,3.141592653589793,3.141592653589793,2.9852838586140322,2.9676284513955076,2.9852448885485914,2.787333769057965,2.787329243314024,3.8970065440935285e-05
0.7222222222222222,25.75,0.95,0,0,3.4960060786002627,3.5576390874649952,3.4446267145889506,2.361327523538166,2.4862592429345405,2.685989572279938
0.7222222222222222,25.75,0.95,0,3.141592653589793,3.8140282004898394,2.288768474074338,2.9259678365702917,2.4363040550893715,2.5493021419256996,2.612826232388469
0.7222222222222222,25.75,0.95,3.141592653589793,0,2.926088644198226,2.288691136344066,3.8141861467791514,2.5493805280351416,2.4363161079106903,2.6128607777828883
0.7222222222222222,25.75,0.95,3.141592653589793,3.141592653589793,2.97232622769395,3.4078849825889614,2.97232622769395,2.7261695541097213,2.7261695541097213,0.0
0.7222222222222222,50.5,0.95,0,0,2.926088644198226,2.288691136344066,3.8141861467791514,2.5493805280351416,2.4363161079106903,2.6128607777828883
0.7222222222222222,50.5,0.95,0,3.141592653589793,3.3878895662020043,3.749753792447568,2.9045698911118194,0.3618642262455637,2.782068207335455,2.6625090713370367
0.7222222222222222,50.5,0.95,3.141592653589793,0,2.9045389858303707,3.7498691273992493,3.3878594463453324,2.7821180243370365,0.3620096810539167,2.662503669754325
0.7222222222222222,50.5,0.95,3.141592653589793,3.141592653589793,2.9513739916195876,3.288448207478841,2.9513739916195876,2.613644068985856,2.613644068985856,0.0
0.7222222222222222,75.25,0.95,0,0,2.9045389858303707,3.7498691273992493,3.3878594463453324,2.7821180243370365,0.3620096810539167,2.662503669754325
0.7222222222222222,75.25,0.95,0,3.141592653589793,2.513974511164938,2.746605446320266,3.7957946360655597,0.23263093515532773,2.670498517732444,2.7882342617469766
0.7222222222222222,75.25,0.95,3.141592653589793,0,3.7958588825698625,2.746337398337412,2.5141391909773665,2.670661919334493,0.2321982073600452,2.7881823998149975
0.7222222222222222,75.25,0.95,3.141592653589793,3.141592653589793,3.871526121672983,2.9396672008027283,3.871526121672983,2.865785097061084,2.865785097061084,0.0
0.7222222222222222,100.0,0.95,0,0,3.7958588825698625,2.746337398337412,2.5141391909773665,2.670661919334493,0.2321982073600452,2.7881823998149975
0.7222222222222222,100.0,0.95,0,3.141592653589793,3.1052799084844063,3.27432990986076,3.179881653179824,0.16905000137635398,2.7691458868610304,2.7674104571255036
0.7222222222222222,100.0,0.95,3.141592653589793,0,3.17987871882476,3.2742398962633255,3.1054062271191905,2.7691385574698977,0.168833669144135,2.7674102376285865
0.7222222222222222,100.0,0.95,3.141592653589793,3.141592653589793,2.6545972293201054,2.897609825595132,2.6545972293201054,2.7139678390590474,2.7139678390590474,0.0
0.7222222222222222,1.0,1.2,0,0,3.263876152610423,3.263876091651882,3.2638760306914305,6.095854132581735e-08,6.096045126469108e-08,1.2191899259050843e-07
0.7222222222222222,1.0,1.2,0,3.141592653589793,3.7208211298774083,3.8498460289957164,3.0419658603763224,2.4388335802062278,2.490431561187651,2.551790356399264
0.7222222222222222,1.0,1.2,3.141592653589793,0,3.041801165787777,3.849674747663175,3.7206400922579013,2.4904003091538898,2.4387822764573066,2.5517625282777807
0.7222222222222222,1.0,1.2,3.141592653589793,3.141592653589793,3.386204054375967,2.5556167643544603,3.380050230986078,2.8625391311850508,2.8605210796746037,0.006153823389888657
